,endtime,artistname,trackname,msplayed,duration,starttime,year,month,week,dayofweek,day,hour,minute,quarter
173,2020-12-20 08:08:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:03:00.315,2020,12,51,6,20,8,8,4
174,2020-12-20 08:13:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:08:00.315,2020,12,51,6,20,8,13,4
175,2020-12-20 08:18:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:13:00.315,2020,12,51,6,20,8,18,4
176,2020-12-20 08:23:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:18:00.315,2020,12,51,6,20,8,23,4
177,2020-12-20 08:28:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:23:00.315,2020,12,51,6,20,8,28,4
178,2020-12-20 08:33:00.000,Hillsong Worship,Jesus I Need You,299685,0 days 00:04:59.685000,2020-12-20 08:28:00.315,2020,12,51,6,20,8,33,4
179,2020-12-20 08:37:00.000,Hillsong Worship,Jesus I Need You,198082,0 days 00:03:18.082000,2020-12-20 08:33:41.918,2020,12,51,6,20,8,37,4
180,2020-12-21 16:11:00.000,Glee Cast,Mary's Little Boy Child (Glee Cast Version),232440,0 days 00:03:52.440000,2020-12-21 16:07:07.560,2020,12,52,0,21,16,11,4
181,2020-12-21 16:11:00.000,Glee Cast,Rockin' Around the Christmas Tree (Glee Cast Version),7978,0 days 00:00:07.978000,2020-12-21 16:10:52.022,2020,12,52,0,21,16,11,4
182,2020-12-21 16:11:00.000,Glee Cast,The Chipmunk Song (Christmas Don't Be Late) (Glee Cast Version),25906,0 days 00:00:25.906000,2020-12-21 16:10:34.094,2020,12,52,0,21,16,11,4
183,2020-12-21 16:14:00.000,Henri Dès,Vive le vent,167333,0 days 00:02:47.333000,2020-12-21 16:11:12.667,2020,12,52,0,21,16,14,4
184,2020-12-21 16:18:00.000,Kendji Girac,Petit papa Noël,228334,0 days 00:03:48.334000,2020-12-21 16:14:11.666,2020,12,52,0,21,16,18,4
185,2020-12-21 16:19:00.000,Rémi Guichard,L'as-tu vu?,64388,0 days 00:01:04.388000,2020-12-21 16:17:55.612,2020,12,52,0,21,16,19,4
186,2020-12-21 16:22:00.000,La Compagnie Créole,Bons baisers de Fort-De-France,174421,0 days 00:02:54.421000,2020-12-21 16:19:05.579,2020,12,52,0,21,16,22,4
187,2020-12-21 16:24:00.000,Nana Mouskouri,Douce nuit sainte nuit,141120,0 days 00:02:21.120000,2020-12-21 16:21:38.880,2020,12,52,0,21,16,24,4
188,2020-12-21 16:27:00.000,Henri Dès,Petit garçon,161693,0 days 00:02:41.693000,2020-12-21 16:24:18.307,2020,12,52,0,21,16,27,4
189,2020-12-21 20:15:00.000,Tino Rossi,Il est né le divin enfant - Remasterisé en 2018,21413,0 days 00:00:21.413000,2020-12-21 20:14:38.587,2020,12,52,0,21,20,15,4
190,2020-12-22 13:17:00.000,Zeeph,Faire un choix,211374,0 days 00:03:31.374000,2020-12-22 13:13:28.626,2020,12,52,1,22,13,17,4
191,2020-12-22 13:21:00.000,Hillsong Worship,What A Beautiful Name,240200,0 days 00:04:00.200000,2020-12-22 13:16:59.800,2020,12,52,1,22,13,21,4
192,2020-12-22 13:21:00.000,Chily,San Pellegrino,3169,0 days 00:00:03.169000,2020-12-22 13:20:56.831,2020,12,52,1,22,13,21,4
193,2020-12-22 13:22:00.000,LADIPOE,Know You,7253,0 days 00:00:07.253000,2020-12-22 13:21:52.747,2020,12,52,1,22,13,22,4
194,2020-12-22 13:24:00.000,Ninho,Lettre à une femme,157766,0 days 00:02:37.766000,2020-12-22 13:21:22.234,2020,12,52,1,22,13,24,4
195,2020-12-22 13:25:00.000,The Weeknd,Blinding Lights,25307,0 days 00:00:25.307000,2020-12-22 13:24:34.693,2020,12,52,1,22,13,25,4
196,2020-12-22 13:28:00.000,Nadjee,Mort d'homme,234197,0 days 00:03:54.197000,2020-12-22 13:24:05.803,2020,12,52,1,22,13,28,4
197,2020-12-22 13:29:00.000,The Weeknd,Starboy,5409,0 days 00:00:05.409000,2020-12-22 13:28:54.591,2020,12,52,1,22,13,29,4
198,2020-12-22 13:30:00.000,Hillsong Worship,King Of Kings,109525,0 days 00:01:49.525000,2020-12-22 13:28:10.475,2020,12,52,1,22,13,30,4
199,2020-12-22 13:34:00.000,Kalash,Bonda Manmanw - Bonus,215034,0 days 00:03:35.034000,2020-12-22 13:30:24.966,2020,12,52,1,22,13,34,4
200,2020-12-22 13:37:00.000,Nadjee,Pas là-bas,183173,0 days 00:03:03.173000,2020-12-22 13:33:56.827,2020,12,52,1,22,13,37,4
201,2020-12-22 13:41:00.000,Zeeph,Faire un choix,211374,0 days 00:03:31.374000,2020-12-22 13:37:28.626,2020,12,52,1,22,13,41,4
202,2020-12-22 13:45:00.000,Hillsong Worship,What A Beautiful Name,240200,0 days 00:04:00.200000,2020-12-22 13:40:59.800,2020,12,52,1,22,13,45,4
203,2020-12-22 13:45:00.000,Chily,San Pellegrino,4281,0 days 00:00:04.281000,2020-12-22 13:44:55.719,2020,12,52,1,22,13,45,4
204,2020-12-22 13:48:00.000,LADIPOE,Know You,230020,0 days 00:03:50.020000,2020-12-22 13:44:09.980,2020,12,52,1,22,13,48,4
205,2020-12-22 13:52:00.000,Lefa,Château de Versailles,180626,0 days 00:03:00.626000,2020-12-22 13:48:59.374,2020,12,52,1,22,13,52,4
206,2020-12-22 13:55:00.000,Future,Life Is Good (feat. Drake),237735,0 days 00:03:57.735000,2020-12-22 13:51:02.265,2020,12,52,1,22,13,55,4
207,2020-12-22 13:58:00.000,WizKid,Final (Baba Nla),160000,0 days 00:02:40,2020-12-22 13:55:20.000,2020,12,52,1,22,13,58,4
208,2020-12-22 14:02:00.000,William McDowell,Here I Am To Worship,221733,0 days 00:03:41.733000,2020-12-22 13:58:18.267,2020,12,52,1,22,14,2,4
209,2020-12-22 14:05:00.000,Rilès,THANK GOD,210236,0 days 00:03:30.236000,2020-12-22 14:01:29.764,2020,12,52,1,22,14,5,4
210,2020-12-22 14:09:00.000,KAROL G,Tusa,200960,0 days 00:03:20.960000,2020-12-22 14:05:39.040,2020,12,52,1,22,14,9,4
211,2020-12-22 14:10:00.000,Hillsong Worship,Jesus I Need You,83550,0 days 00:01:23.550000,2020-12-22 14:08:36.450,2020,12,52,1,22,14,10,4
212,2020-12-22 14:13:00.000,Burna Boy,Odogwu,185993,0 days 00:03:05.993000,2020-12-22 14:09:54.007,2020,12,52,1,22,14,13,4
213,2020-12-22 14:16:00.000,T2R,Capitale (feat. Naza),173453,0 days 00:02:53.453000,2020-12-22 14:13:06.547,2020,12,52,1,22,14,16,4
214,2020-12-22 14:21:00.000,OLÉMA,Kiss Of The Sun,263000,0 days 00:04:23,2020-12-22 14:16:37.000,2020,12,52,1,22,14,21,4
215,2020-12-22 14:24:00.000,Soprano,Musica (feat. Ninho),202760,0 days 00:03:22.760000,2020-12-22 14:20:37.240,2020,12,52,1,22,14,24,4
216,2020-12-22 14:28:00.000,Master KG,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix / Radio Edit,234193,0 days 00:03:54.193000,2020-12-22 14:24:05.807,2020,12,52,1,22,14,28,4
217,2020-12-22 14:30:00.000,Julia Michaels,Issues - Acoustic,104051,0 days 00:01:44.051000,2020-12-22 14:28:15.949,2020,12,52,1,22,14,30,4
218,2020-12-22 14:32:00.000,Niska,Méchant,121237,0 days 00:02:01.237000,2020-12-22 14:29:58.763,2020,12,52,1,22,14,32,4
219,2020-12-25 15:04:00.000,Ronisia,Atterrissage,213346,0 days 00:03:33.346000,2020-12-25 15:00:26.654,2020,12,52,4,25,15,4,4
220,2020-12-25 15:07:00.000,Omah Lay,Lo Lo,171730,0 days 00:02:51.730000,2020-12-25 15:04:08.270,2020,12,52,4,25,15,7,4
221,2020-12-25 15:10:00.000,Cuppy,Jollof On The Jet,143560,0 days 00:02:23.560000,2020-12-25 15:07:36.440,2020,12,52,4,25,15,10,4
222,2020-12-25 15:12:00.000,Eva,Chelou,161946,0 days 00:02:41.946000,2020-12-25 15:09:18.054,2020,12,52,4,25,15,12,4
223,2020-12-25 15:16:00.000,DJ Merco,Tchougoal,207934,0 days 00:03:27.934000,2020-12-25 15:12:32.066,2020,12,52,4,25,15,16,4
224,2020-12-25 15:19:00.000,Terri,Ojoro,192000,0 days 00:03:12,2020-12-25 15:15:48.000,2020,12,52,4,25,15,19,4
225,2020-12-25 15:23:00.000,Obam's,C'est doux,224347,0 days 00:03:44.347000,2020-12-25 15:19:15.653,2020,12,52,4,25,15,23,4
226,2020-12-25 15:26:00.000,Falz,Bop Daddy,215986,0 days 00:03:35.986000,2020-12-25 15:22:24.014,2020,12,52,4,25,15,26,4
227,2020-12-25 15:29:00.000,Dinor rdt,Minimum (feat. Naza),166360,0 days 00:02:46.360000,2020-12-25 15:26:13.640,2020,12,52,4,25,15,29,4
228,2020-12-25 15:33:00.000,2Baba,Opo (feat. Wizkid),227970,0 days 00:03:47.970000,2020-12-25 15:29:12.030,2020,12,52,4,25,15,33,4
229,2020-12-25 15:37:00.000,Alikiba,Dodo,239177,0 days 00:03:59.177000,2020-12-25 15:33:00.823,2020,12,52,4,25,15,37,4
230,2020-12-25 15:40:00.000,Oxlade,AWAY,164571,0 days 00:02:44.571000,2020-12-25 15:37:15.429,2020,12,52,4,25,15,40,4
231,2020-12-25 15:43:00.000,Otile Brown,Dusuma,213029,0 days 00:03:33.029000,2020-12-25 15:39:26.971,2020,12,52,4,25,15,43,4
232,2020-12-25 15:47:00.000,UZI,À la fête,204179,0 days 00:03:24.179000,2020-12-25 15:43:35.821,2020,12,52,4,25,15,47,4
233,2020-12-25 16:12:00.000,Yaro,Mec de cité,49056,0 days 00:00:49.056000,2020-12-25 16:11:10.944,2020,12,52,4,25,16,12,4
234,2020-12-28 20:05:00.000,Ronisia,Atterrissage,2112,0 days 00:00:02.112000,2020-12-28 20:04:57.888,2020,12,53,0,28,20,5,4
235,2020-12-28 20:06:00.000,Ronisia,Atterrissage,36864,0 days 00:00:36.864000,2020-12-28 20:05:23.136,2020,12,53,0,28,20,6,4
236,2020-12-28 20:06:00.000,SCH,Mayday (feat. Ninho),32895,0 days 00:00:32.895000,2020-12-28 20:05:27.105,2020,12,53,0,28,20,6,4
237,2020-12-29 11:01:00.000,Rihanna,FourFiveSeconds,5418,0 days 00:00:05.418000,2020-12-29 11:00:54.582,2020,12,53,1,29,11,1,4
238,2020-12-29 11:01:00.000,Rihanna,What Now,2176,0 days 00:00:02.176000,2020-12-29 11:00:57.824,2020,12,53,1,29,11,1,4
239,2020-12-29 11:01:00.000,Rihanna,What Now,1792,0 days 00:00:01.792000,2020-12-29 11:00:58.208,2020,12,53,1,29,11,1,4
240,2020-12-29 11:04:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:00:51.762,2020,12,53,1,29,11,4,4
241,2020-12-29 11:08:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:04:51.762,2020,12,53,1,29,11,8,4
242,2020-12-29 11:11:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:07:51.762,2020,12,53,1,29,11,11,4
243,2020-12-29 11:14:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:10:51.762,2020,12,53,1,29,11,14,4
244,2020-12-29 11:17:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:13:51.762,2020,12,53,1,29,11,17,4
245,2020-12-29 11:20:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:16:51.762,2020,12,53,1,29,11,20,4
246,2020-12-29 11:23:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:19:51.762,2020,12,53,1,29,11,23,4
247,2020-12-29 11:26:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:22:51.762,2020,12,53,1,29,11,26,4
248,2020-12-29 11:30:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:26:51.762,2020,12,53,1,29,11,30,4
249,2020-12-29 11:33:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:29:51.762,2020,12,53,1,29,11,33,4
250,2020-12-29 11:36:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:32:51.762,2020,12,53,1,29,11,36,4
251,2020-12-29 11:39:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2020-12-29 11:35:51.762,2020,12,53,1,29,11,39,4
252,2020-12-29 11:40:00.000,Rihanna,FourFiveSeconds,55357,0 days 00:00:55.357000,2020-12-29 11:39:04.643,2020,12,53,1,29,11,40,4
253,2020-12-30 09:47:00.000,Dadju,Dieu merci,211648,0 days 00:03:31.648000,2020-12-30 09:43:28.352,2020,12,53,2,30,9,47,4
254,2020-12-30 09:51:00.000,Flavour,Berna,233013,0 days 00:03:53.013000,2020-12-30 09:47:06.987,2020,12,53,2,30,9,51,4
255,2020-12-30 09:54:00.000,Ya Levis,Lokesha,190693,0 days 00:03:10.693000,2020-12-30 09:50:49.307,2020,12,53,2,30,9,54,4
256,2020-12-30 09:58:00.000,Midas the Jagaban,Party With A Jagaban,201025,0 days 00:03:21.025000,2020-12-30 09:54:38.975,2020,12,53,2,30,9,58,4
257,2020-12-30 10:01:00.000,Olamide,Infinity (feat. Omah Lay),171764,0 days 00:02:51.764000,2020-12-30 09:58:08.236,2020,12,53,2,30,10,1,4
258,2020-12-30 10:04:00.000,Naza,Joli bébé,178311,0 days 00:02:58.311000,2020-12-30 10:01:01.689,2020,12,53,2,30,10,4,4
259,2020-12-30 10:07:00.000,Olakira,Maserati - Remix,208420,0 days 00:03:28.420000,2020-12-30 10:03:31.580,2020,12,53,2,30,10,7,4
260,2020-12-30 10:10:00.000,Aya Nakamura,Doudou,168719,0 days 00:02:48.719000,2020-12-30 10:07:11.281,2020,12,53,2,30,10,10,4
261,2020-12-30 10:13:00.000,WizKid,Ginger (feat. Burna Boy),196146,0 days 00:03:16.146000,2020-12-30 10:09:43.854,2020,12,53,2,30,10,13,4
262,2020-12-30 10:17:00.000,Tayc,African Sugar (avec Tiwa Savage),208400,0 days 00:03:28.400000,2020-12-30 10:13:31.600,2020,12,53,2,30,10,17,4
263,2020-12-30 10:19:00.000,CKay,love nwantiti (feat. Franglish) - French Remix,135480,0 days 00:02:15.480000,2020-12-30 10:16:44.520,2020,12,53,2,30,10,19,4
264,2020-12-30 10:22:00.000,Toofan,Ye Mama,198692,0 days 00:03:18.692000,2020-12-30 10:18:41.308,2020,12,53,2,30,10,22,4
265,2020-12-30 10:23:00.000,Joeboy,Lonely,15979,0 days 00:00:15.979000,2020-12-30 10:22:44.021,2020,12,53,2,30,10,23,4
266,2020-12-30 10:26:00.000,Fally Ipupa,Likolo (feat. Ninho),195720,0 days 00:03:15.720000,2020-12-30 10:22:44.280,2020,12,53,2,30,10,26,4
267,2020-12-30 10:29:00.000,Stonebwoy,Activate,217777,0 days 00:03:37.777000,2020-12-30 10:25:22.223,2020,12,53,2,30,10,29,4
268,2020-12-30 10:32:00.000,Says'z,Afro'Classic 3,129795,0 days 00:02:09.795000,2020-12-30 10:29:50.205,2020,12,53,2,30,10,32,4
269,2020-12-30 10:35:00.000,Yemi Alade,I Choose You,203310,0 days 00:03:23.310000,2020-12-30 10:31:36.690,2020,12,53,2,30,10,35,4
270,2020-12-30 10:38:00.000,Were-vana,Casanova,172146,0 days 00:02:52.146000,2020-12-30 10:35:07.854,2020,12,53,2,30,10,38,4
271,2020-12-30 10:41:00.000,Kelvyn Boy,Tele,194400,0 days 00:03:14.400000,2020-12-30 10:37:45.600,2020,12,53,2,30,10,41,4
272,2020-12-30 10:44:00.000,Tems,Damages,169411,0 days 00:02:49.411000,2020-12-30 10:41:10.589,2020,12,53,2,30,10,44,4
273,2020-12-30 10:48:00.000,Diamond Platnumz,Waah! (feat. Koffi Olomide),269373,0 days 00:04:29.373000,2020-12-30 10:43:30.627,2020,12,53,2,30,10,48,4
274,2020-12-30 10:52:00.000,WizKid,Longtime (feat. Skepta),239893,0 days 00:03:59.893000,2020-12-30 10:48:00.107,2020,12,53,2,30,10,52,4
275,2020-12-30 10:54:00.000,ND,Rodeo,64833,0 days 00:01:04.833000,2020-12-30 10:52:55.167,2020,12,53,2,30,10,54,4
276,2020-12-30 20:06:00.000,Tekno,Designer,4945,0 days 00:00:04.945000,2020-12-30 20:05:55.055,2020,12,53,2,30,20,6,4
277,2020-12-30 20:07:00.000,MC One,La vie du bon côté,51617,0 days 00:00:51.617000,2020-12-30 20:06:08.383,2020,12,53,2,30,20,7,4
278,2020-12-30 20:07:00.000,Buju,So Lovely,20944,0 days 00:00:20.944000,2020-12-30 20:06:39.056,2020,12,53,2,30,20,7,4
279,2020-12-30 20:08:00.000,KeBlack,Je fais ma vie,0,0 days 00:00:00,2020-12-30 20:08:00.000,2020,12,53,2,30,20,8,4
280,2020-12-30 20:08:00.000,Buju,So Lovely,18877,0 days 00:00:18.877000,2020-12-30 20:07:41.123,2020,12,53,2,30,20,8,4
281,2020-12-30 20:08:00.000,Buju,So Lovely,1044,0 days 00:00:01.044000,2020-12-30 20:07:58.956,2020,12,53,2,30,20,8,4
282,2020-12-30 20:08:00.000,Buju,So Lovely,1068,0 days 00:00:01.068000,2020-12-30 20:07:58.932,2020,12,53,2,30,20,8,4
283,2020-12-31 19:37:00.000,Flavour,Berna,3779,0 days 00:00:03.779000,2020-12-31 19:36:56.221,2020,12,53,3,31,19,37,4
284,2020-12-31 19:37:00.000,Tayc,Comme toi,29025,0 days 00:00:29.025000,2020-12-31 19:36:30.975,2020,12,53,3,31,19,37,4
285,2020-12-31 19:37:00.000,Dadju,Dieu merci,19238,0 days 00:00:19.238000,2020-12-31 19:36:40.762,2020,12,53,3,31,19,37,4
286,2020-12-31 19:37:00.000,Ya Levis,Lokesha,4334,0 days 00:00:04.334000,2020-12-31 19:36:55.666,2020,12,53,3,31,19,37,4
287,2020-12-31 19:38:00.000,Olamide,Infinity (feat. Omah Lay),2819,0 days 00:00:02.819000,2020-12-31 19:37:57.181,2020,12,53,3,31,19,38,4
288,2020-12-31 19:38:00.000,Midas the Jagaban,Party With A Jagaban,2841,0 days 00:00:02.841000,2020-12-31 19:37:57.159,2020,12,53,3,31,19,38,4
289,2020-12-31 19:41:00.000,Naza,Joli bébé,178312,0 days 00:02:58.312000,2020-12-31 19:38:01.688,2020,12,53,3,31,19,41,4
290,2020-12-31 19:44:00.000,Olakira,Maserati - Remix,208421,0 days 00:03:28.421000,2020-12-31 19:40:31.579,2020,12,53,3,31,19,44,4
291,2020-12-31 19:47:00.000,Aya Nakamura,Doudou,168719,0 days 00:02:48.719000,2020-12-31 19:44:11.281,2020,12,53,3,31,19,47,4
292,2020-12-31 19:50:00.000,WizKid,Ginger (feat. Burna Boy),196147,0 days 00:03:16.147000,2020-12-31 19:46:43.853,2020,12,53,3,31,19,50,4
293,2020-12-31 19:54:00.000,Tayc,African Sugar (avec Tiwa Savage),30081,0 days 00:00:30.081000,2020-12-31 19:53:29.919,2020,12,53,3,31,19,54,4
294,2020-12-31 19:58:00.000,Dadju,Dieu merci,211649,0 days 00:03:31.649000,2020-12-31 19:54:28.351,2020,12,53,3,31,19,58,4
295,2020-12-31 20:02:00.000,Flavour,Berna,238576,0 days 00:03:58.576000,2020-12-31 19:58:01.424,2020,12,53,3,31,20,2,4
296,2020-12-31 20:05:00.000,Ya Levis,Lokesha,190693,0 days 00:03:10.693000,2020-12-31 20:01:49.307,2020,12,53,3,31,20,5,4
297,2020-12-31 20:08:00.000,Midas the Jagaban,Party With A Jagaban,201026,0 days 00:03:21.026000,2020-12-31 20:04:38.974,2020,12,53,3,31,20,8,4
298,2020-12-31 20:11:00.000,Olamide,Infinity (feat. Omah Lay),171765,0 days 00:02:51.765000,2020-12-31 20:08:08.235,2020,12,53,3,31,20,11,4
299,2020-12-31 20:14:00.000,Naza,Joli bébé,178312,0 days 00:02:58.312000,2020-12-31 20:11:01.688,2020,12,53,3,31,20,14,4
300,2020-12-31 20:18:00.000,Olakira,Maserati - Remix,208421,0 days 00:03:28.421000,2020-12-31 20:14:31.579,2020,12,53,3,31,20,18,4
301,2020-12-31 20:21:00.000,Aya Nakamura,Doudou,168719,0 days 00:02:48.719000,2020-12-31 20:18:11.281,2020,12,53,3,31,20,21,4
302,2020-12-31 20:24:00.000,WizKid,Ginger (feat. Burna Boy),196147,0 days 00:03:16.147000,2020-12-31 20:20:43.853,2020,12,53,3,31,20,24,4
303,2020-12-31 20:27:00.000,Tayc,African Sugar (avec Tiwa Savage),208400,0 days 00:03:28.400000,2020-12-31 20:23:31.600,2020,12,53,3,31,20,27,4
304,2020-12-31 20:30:00.000,CKay,love nwantiti (feat. Franglish) - French Remix,135480,0 days 00:02:15.480000,2020-12-31 20:27:44.520,2020,12,53,3,31,20,30,4
305,2020-12-31 20:33:00.000,Toofan,Ye Mama,198692,0 days 00:03:18.692000,2020-12-31 20:29:41.308,2020,12,53,3,31,20,33,4
306,2020-12-31 20:36:00.000,Joeboy,Lonely,176000,0 days 00:02:56,2020-12-31 20:33:04.000,2020,12,53,3,31,20,36,4
307,2020-12-31 20:39:00.000,Fally Ipupa,Likolo (feat. Ninho),195720,0 days 00:03:15.720000,2020-12-31 20:35:44.280,2020,12,53,3,31,20,39,4
308,2020-12-31 20:43:00.000,Says'z,Afro'Classic 3,45608,0 days 00:00:45.608000,2020-12-31 20:42:14.392,2020,12,53,3,31,20,43,4
309,2020-12-31 20:43:00.000,Stonebwoy,Activate,217778,0 days 00:03:37.778000,2020-12-31 20:39:22.222,2020,12,53,3,31,20,43,4
310,2020-12-31 20:47:00.000,Yemi Alade,I Choose You,203310,0 days 00:03:23.310000,2020-12-31 20:43:36.690,2020,12,53,3,31,20,47,4
311,2020-12-31 20:50:00.000,Were-vana,Casanova,172146,0 days 00:02:52.146000,2020-12-31 20:47:07.854,2020,12,53,3,31,20,50,4
312,2020-12-31 20:53:00.000,Kelvyn Boy,Tele,194400,0 days 00:03:14.400000,2020-12-31 20:49:45.600,2020,12,53,3,31,20,53,4
313,2020-12-31 20:56:00.000,Tems,Damages,169412,0 days 00:02:49.412000,2020-12-31 20:53:10.588,2020,12,53,3,31,20,56,4
314,2020-12-31 21:00:00.000,Diamond Platnumz,Waah! (feat. Koffi Olomide),269373,0 days 00:04:29.373000,2020-12-31 20:55:30.627,2020,12,53,3,31,21,0,4
315,2020-12-31 21:04:00.000,WizKid,Longtime (feat. Skepta),239893,0 days 00:03:59.893000,2020-12-31 21:00:00.107,2020,12,53,3,31,21,4,4
316,2020-12-31 21:07:00.000,ND,Rodeo,146437,0 days 00:02:26.437000,2020-12-31 21:04:33.563,2020,12,53,3,31,21,7,4
317,2020-12-31 21:10:00.000,KeBlack,Je fais ma vie,171227,0 days 00:02:51.227000,2020-12-31 21:07:08.773,2020,12,53,3,31,21,10,4
318,2020-12-31 21:13:00.000,Rema,Ginger Me,205893,0 days 00:03:25.893000,2020-12-31 21:09:34.107,2020,12,53,3,31,21,13,4
319,2020-12-31 21:16:00.000,Driks,Demain,176677,0 days 00:02:56.677000,2020-12-31 21:13:03.323,2020,12,53,3,31,21,16,4
320,2020-12-31 21:19:00.000,Supa Gaeta,Text Me (feat. Oxlade),159748,0 days 00:02:39.748000,2020-12-31 21:16:20.252,2020,12,53,3,31,21,19,4
321,2020-12-31 21:22:00.000,Innoss'B,Best (feat. Damso),179640,0 days 00:02:59.640000,2020-12-31 21:19:00.360,2020,12,53,3,31,21,22,4
322,2020-12-31 21:26:00.000,Master KG,Uthando (feat. Zanda Zakuza & DJ Coach),243871,0 days 00:04:03.871000,2020-12-31 21:21:56.129,2020,12,53,3,31,21,26,4
323,2020-12-31 21:28:00.000,Naza,Vie de César,156960,0 days 00:02:36.960000,2020-12-31 21:25:23.040,2020,12,53,3,31,21,28,4
324,2020-12-31 21:32:00.000,Uzzo,Kpa (Money),195773,0 days 00:03:15.773000,2020-12-31 21:28:44.227,2020,12,53,3,31,21,32,4
325,2020-12-31 21:35:00.000,Vegedream,Pour nous,203007,0 days 00:03:23.007000,2020-12-31 21:31:36.993,2020,12,53,3,31,21,35,4
326,2020-12-31 21:38:00.000,R2Bees,Yawa (feat. Sarkodie),182370,0 days 00:03:02.370000,2020-12-31 21:34:57.630,2020,12,53,3,31,21,38,4
327,2020-12-31 21:41:00.000,Kurtys,Quitte ma tête (feat. Hiro),170444,0 days 00:02:50.444000,2020-12-31 21:38:09.556,2020,12,53,3,31,21,41,4
328,2020-12-31 21:43:00.000,Joeboy,Celebration,159273,0 days 00:02:39.273000,2020-12-31 21:40:20.727,2020,12,53,3,31,21,43,4
329,2020-12-31 21:47:00.000,MC One,La vie du bon côté,189707,0 days 00:03:09.707000,2020-12-31 21:43:50.293,2020,12,53,3,31,21,47,4
330,2020-12-31 21:50:00.000,Sarkodie,Happy Day,212933,0 days 00:03:32.933000,2020-12-31 21:46:27.067,2020,12,53,3,31,21,50,4
331,2020-12-31 21:53:00.000,Darkoo,Cinderella (feat. 4Keus),178000,0 days 00:02:58,2020-12-31 21:50:02.000,2020,12,53,3,31,21,53,4
332,2020-12-31 21:57:00.000,Charlotte Dipanda,Coeur en cage,30076,0 days 00:00:30.076000,2020-12-31 21:56:29.924,2020,12,53,3,31,21,57,4
333,2020-12-31 21:58:00.000,Fally Ipupa,Migrant des rêves,16128,0 days 00:00:16.128000,2020-12-31 21:57:43.872,2020,12,53,3,31,21,58,4
334,2020-12-31 22:01:00.000,Fally Ipupa,Migrant des rêves,148689,0 days 00:02:28.689000,2020-12-31 21:58:31.311,2020,12,53,3,31,22,1,4
335,2020-12-31 22:05:00.000,Fally Ipupa,Animation,232781,0 days 00:03:52.781000,2020-12-31 22:01:07.219,2020,12,53,3,31,22,5,4
336,2020-12-31 22:07:00.000,Fally Ipupa,Amore,172240,0 days 00:02:52.240000,2020-12-31 22:04:07.760,2020,12,53,3,31,22,7,4
337,2020-12-31 22:09:00.000,Fally Ipupa,Oza yanga (feat. Naza),79265,0 days 00:01:19.265000,2020-12-31 22:07:40.735,2020,12,53,3,31,22,9,4
338,2020-12-31 22:13:00.000,Rudeboy,Reason With Me,251252,0 days 00:04:11.252000,2020-12-31 22:08:48.748,2020,12,53,3,31,22,13,4
339,2021-01-02 18:28:00.000,Rudeboy,Reason With Me,30079,0 days 00:00:30.079000,2021-01-02 18:27:29.921,2021,1,53,5,2,18,28,1
340,2021-01-02 18:28:00.000,Ninho,Lettre à une femme,576,0 days 00:00:00.576000,2021-01-02 18:27:59.424,2021,1,53,5,2,18,28,1
341,2021-01-02 18:29:00.000,Rudeboy,Reason With Me,6575,0 days 00:00:06.575000,2021-01-02 18:28:53.425,2021,1,53,5,2,18,29,1
342,2021-01-02 18:29:00.000,Ninho,Lettre à une femme,1489,0 days 00:00:01.489000,2021-01-02 18:28:58.511,2021,1,53,5,2,18,29,1
343,2021-01-02 18:29:00.000,Ninho,Lettre à une femme,190,0 days 00:00:00.190000,2021-01-02 18:28:59.810,2021,1,53,5,2,18,29,1
344,2021-01-02 18:33:00.000,Ninho,Lettre à une femme,159786,0 days 00:02:39.786000,2021-01-02 18:30:20.214,2021,1,53,5,2,18,33,1
345,2021-01-02 18:36:00.000,The Weeknd,Blinding Lights,200040,0 days 00:03:20.040000,2021-01-02 18:32:39.960,2021,1,53,5,2,18,36,1
